,TEAM_OPEN,TEAM_HIGH,TEAM_LOW,TEAM_CLOSE,TEAM_VOLUME,TEAM_ema10,TEAM_ema30,TEAM_ema50,TEAM_ma10,TEAM_ma30,TEAM_ma50,TEAM_ma100,TEAM_rsi2,TEAM_rsi6,TEAM_rsi14,TEAM_rsi30,SMT_OPEN,SMT_HIGH,SMT_LOW,SMT_CLOSE,SMT_VOLUME,SMT_ema10,SMT_ema30,SMT_ema50,SMT_ma10,SMT_ma30,SMT_ma50,SMT_ma100,SMT_rsi2,SMT_rsi6,SMT_rsi14,SMT_rsi30,CCET_OPEN,CCET_HIGH,CCET_LOW,CCET_CLOSE,CCET_VOLUME,CCET_ema10,CCET_ema30,CCET_ema50,CCET_ma10,CCET_ma30,CCET_ma50,CCET_ma100,CCET_rsi2,CCET_rsi6,CCET_rsi14,CCET_rsi30,HANA_OPEN,HANA_HIGH,HANA_LOW,HANA_CLOSE,HANA_VOLUME,HANA_ema10,HANA_ema30,HANA_ema50,HANA_ma10,HANA_ma30,HANA_ma50,HANA_ma100,HANA_rsi2,HANA_rsi6,HANA_rsi14,HANA_rsi30,DELTA_OPEN,DELTA_HIGH,DELTA_LOW,DELTA_CLOSE,DELTA_VOLUME,DELTA_ema10,DELTA_ema30,DELTA_ema50,DELTA_ma10,DELTA_ma30,DELTA_ma50,DELTA_ma100,DELTA_rsi2,DELTA_rsi6,DELTA_rsi14,DELTA_rsi30,KCE_OPEN,KCE_HIGH,KCE_LOW,KCE_CLOSE,KCE_VOLUME,KCE_ema10,KCE_ema30,KCE_ema50,KCE_ma10,KCE_ma30,KCE_ma50,KCE_ma100,KCE_rsi2,KCE_rsi6,KCE_rsi14,KCE_rsi30,NEX_OPEN,NEX_HIGH,NEX_LOW,NEX_CLOSE,NEX_VOLUME,NEX_ema10,NEX_ema30,NEX_ema50,NEX_ma10,NEX_ma30,NEX_ma50,NEX_ma100,NEX_rsi2,NEX_rsi6,NEX_rsi14,NEX_rsi30,SVI_OPEN,SVI_HIGH,SVI_LOW,SVI_CLOSE,SVI_VOLUME,SVI_ema10,SVI_ema30,SVI_ema50,SVI_ma10,SVI_ma30,SVI_ma50,SVI_ma100,SVI_rsi2,SVI_rsi6,SVI_rsi14,SVI_rsi30,METCO_OPEN,METCO_HIGH,METCO_LOW,METCO_CLOSE,METCO_VOLUME,METCO_ema10,METCO_ema30,METCO_ema50,METCO_ma10,METCO_ma30,METCO_ma50,METCO_ma100,METCO_rsi2,METCO_rsi6,METCO_rsi14,METCO_rsi30,set50_index,set100_index,foreign_SET.BUY,foreign_SET.SELL,DELTA_gg_trend,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,delta หุ้น,delta airlines,AS_top3_SET100_corr,NER_top3_SET100_corr,BOL_top3_SET100_corr
2020-01-13,0.7699999809265137,0.7799999713897705,0.7599999904632568,0.7699999809265137,95600.0,0.79732327909691,0.835854538122809,0.8479215773625077,,,,,58.11963112361393,26.815730787456737,,,1.1699999570846558,1.2200000286102295,1.159999966621399,1.190000057220459,2146200.0,1.1332327623129272,1.1556233651508934,1.1639761641617838,,,,,86.39281827416254,62.75653026023714,,,1.7353849411010742,1.7446149587631226,1.70769202709198,1.7169229984283447,1632257.0,1.7092562575126258,1.7117202475476905,1.7133315567572893,,,,,50.88314119658613,56.12185622413008,,,35.75,36.0,35.25,35.5,2436800.0,34.271554770571875,33.65936233420282,33.505062127855034,,,,,99.34640522875817,95.14728947000637,,,54.0,55.0,53.25,54.75,1239100.0,52.20275217218547,51.82108856145439,51.7775316160915,,,,,94.11764705882352,78.92149339300833,,,20.799999237060547,21.200000762939453,20.0,20.200000762939453,27682200.0,21.68526992972867,22.50633419590467,22.753048162779766,,,,,16.45339074723072,24.936904974202005,,,2.8646440505981445,2.884000062942505,2.80657696723938,2.845288038253784,884493.0,2.798778483053,2.799653295521254,2.8016821487689896,,,,,87.91201294363636,69.07337043659842,,,3.5199999809265137,3.559999942779541,3.4800000190734863,3.4800000190734863,1079700.0,3.476576980446697,3.50805236435223,3.519059654121083,,,,,61.53846666850066,50.22996834950373,,,174.0,174.0,174.0,174.0,1800.0,174.321195621468,174.69034966642474,174.80139673140084,,,,,37.5,36.44067796610171,,,,,,,,,,,,1.5299999713897705,2.700000047683716,2.819999933242798
2020-01-14,0.7799999713897705,0.7799999713897705,0.7699999809265137,0.7799999713897705,171400.0,0.794173586786521,0.8322510176884194,0.84525798497142,,,,,79.99997859097265,36.34734826477284,,,1.2200000286102295,1.2200000286102295,1.159999966621399,1.159999966621399,745800.0,1.1380995267326492,1.1559057265360873,1.1638202348464746,,,,,57.867543870825365,55.108583581296244,,,1.7169229984283447,1.7446149587631226,1.7169229984283447,1.7261539697647095,705683.0,1.7123285688311862,1.7126514554326595,1.7138343964830707,,,,,66.17992964359308,61.743270791783466,,,35.5,36.0,35.5,35.75,2090100.0,34.54036299410426,33.79424218360909,33.59309890715483,,,,,99.644128113879,95.86609808869542,,,55.25,55.75,51.0,51.5,1497300.0,52.074979049969926,51.80037317039282,51.7666480233036,,,,,26.815642458100562,45.866243252907815,,,20.5,21.299999237060547,20.399999618530273,20.799999237060547,32084200.0,21.524311621970828,22.39624806952763,22.676458008829993,,,,,50.912961038520166,37.022840311571855,,,2.8646440505981445,2.884000062942505,2.8259329795837402,2.884000062942505,1590228.0,2.8142733157601825,2.8050950224516575,2.80491030226599,,,,,94.97718230471519,76.46566959267622,,,3.5199999809265137,3.5799999237060547,3.4800000190734863,3.5,993200.0,3.48083571127457,3.5075328569746667,3.51831221670457,,,,,73.42994701692783,55.213719738326404,,,174.0,174.0,174.0,174.0,2000.0,174.26279641756472,174.64581097826832,174.76996940860082,,,,,37.5,36.4406779661017,,,,,,,,,,,,1.4700000286102295,2.7200000286102295,2.799999952316284
2020-01-15,0.7699999809265137,0.7799999713897705,0.7699999809265137,0.7799999713897705,153900.0,0.7915965658052936,0.8288799824433453,0.8426988471839043,0.7899999916553497,,,,79.99997859097265,36.34734826477284,,,1.159999966621399,1.159999966621399,1.1200000047683716,1.1299999952316284,798600.0,1.1366268846415544,1.1542343890325737,1.16249395094001,1.1269999980926513,,,,34.85241739866803,48.07771095830233,,,1.7353849411010742,1.7353849411010742,1.70769202709198,1.7261539697647095,710124.0,1.7148422780918267,1.7135225853895661,1.7143175170039193,1.7076923966407775,,,,66.17992964359308,61.743270791783466,,,35.5,35.75,34.75,35.0,2768200.0,34.62393335881257,33.872033010473025,33.64827149903112,34.35,,,,26.692087702573875,62.52474004105285,,,52.0,52.0,51.0,52.0,552700.0,52.06134649542994,51.813252320690054,51.775799081213265,51.75,,,,40.01408946812258,49.751636365974996,,,20.700000762939453,20.799999237060547,20.399999618530273,20.5,12938500.0,21.338073145248856,22.273909484396818,22.591106714366074,21.439999961853026,,,,36.04561454511445,33.76129000317349,,,2.8646440505981445,2.9420669078826904,2.8646440505981445,2.9033548831939697,3140159.0,2.8304699643845073,2.811434368306,2.808770874067087,2.8085123777389525,,,,96.82991495731893,79.4173702119388,,,3.5,3.5199999809265137,3.440000057220459,3.4600000381469727,1255600.0,3.4770474070695516,3.5044662235019124,3.5160254646042723,3.4680000066757204,,,,32.82938410467973,44.51551119538241,,,175.0,175.0,174.5,175.0,1300.0,174.39683343255294,174.66866188289617,174.77899021610668,174.35,,,,98.10606060606061,66.7399015600423,,,,,,,,,,,,1.4600000381469727,2.740000009536743,2.799999952316284
2020-01-16,0.7799999713897705,0.8199999928474426,0.7799999713897705,0.800000011920929,500900.0,0.7931244650990454,0.8270167585386733,0.8410243830559445,0.7829999923706055,,,,96.13869582305378,53.710400440467765,,,1.1299999952316284,1.159999966621399,1.1200000047683716,1.1299999952316284,398200.0,1.1354219956579314,1.1526708797550933,1.1612196781671325,1.1220000028610229,,,,34.852417398668024,48.07771095830235,,,1.7261539697647095,1.7353849411010742,1.7169229984283447,1.7169229984283447,979441.0,1.7152205908802844,1.713741966875939,1.7144196927460535,1.7076923966407775,,,,29.46901190225994,52.12670263909785,,,35.5,36.25,35.0,36.0,2496400.0,34.87412729357392,34.009321203345735,33.74049614612794,34.625,,,,75.16951888924767,75.92284519301813,,,52.0,52.0,50.25,51.0,671000.0,51.868374405351766,51.76078442903263,51.745375587832356,51.675,,,,23.245344792306113,42.440878422251345,,,20.899999618530273,21.200000762939453,20.100000381469727,20.399999618530273,23265700.0,21.16751432220911,22.15301207369575,22.505180945901927,21.15999984741211,,,,30.171827178995652,32.61208970833973,,,2.9033548831939697,2.9033548831939697,2.884000062942505,2.884000062942505,1414776.0,2.8402027095768703,2.816116026024485,2.8117210383367115,2.8162546873092653,,,,55.72218616801426,69.02825420230754,,,3.4600000381469727,3.4800000190734863,3.299999952316284,3.299999952316284,6808100.0,3.4448569607507755,3.491274851167356,3.5075538758870963,3.444000005722046,,,,6.0533612892875075,23.064443385388707,,,175.0,175.0,174.0,175.0,1500.0,174.50650008117967,174.69003853561256,174.78765726645545,174.35,,,,98.10606060606061,66.7399015600423,,,,,,,,,,,,1.4500000476837158,2.799999952316284,2.799999952316284
2020-01-17,0.8100000023841858,0.8399999737739563,0.8100000023841858,0.8100000023841858,532700.0,0.7961927446054345,0.8259189033028999,0.8398077406766599,0.7779999911785126,,,,97.86306130512688,60.22090212169214,,,1.1299999952316284,1.1699999570846558,1.1299999952316284,1.149999976158142,346500.0,1.1380725375670606,1.1524985633939997,1.1607796898530542,1.1179999947547912,,,,68.3839969994364,53.743192977717555,,,1.7169229984283447,1.7261539697647095,1.7169229984283447,1.7261539697647095,844133.0,1.7172084779501797,1.7145427412558598,1.7148798604722755,1.711384689807892,,,,66.56391969127382,59.665300157162285,,,36.25,37.25,36.0,37.25,3710200.0,35.30610414928775,34.21839725474279,33.87812374824057,35.05,,,,90.6413532919557,84.32760561888225,,,51.5,53.5,51.0,52.75,1921000.0,52.02866996801508,51.82460478844989,51.78477262360364,51.8,,,,68.8842803815844,56.01421640114049,,,20.799999237060547,22.700000762939453,20.799999237060547,22.399999618530273,69745800.0,21.391602557903866,22.168946754007653,22.501056187965787,21.15999984741211,,,,90.71204953481339,62.91116879621996,,,2.884000062942505,3.0388450622558594,2.884000062942505,3.0388450622558594,3042720.0,2.8763195009730502,2.8304856412652186,2.8206278628041295,2.839481496810913,,,,94.3181482139805,86.27073357096074,,,3.319999933242798,3.380000114440918,3.319999933242798,3.3399999141693115,2310900.0,3.425792043190509,3.481515177812643,3.5009831322903207,3.427999997138977,,,,33.26729936463502,32.78173931662787,,,174.5,174.5,174.0,174.5,900.0,174.5053182482379,174.67777798492787,174.77637658933955,174.2,,,,33.376288659793815,49.68614547949471,,,,,,,,,,,,1.409999966621399,2.7799999713897705,2.799999952316284
2020-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,60.0,19.0,0.0,60.0,,,
2020-01-20,0.8100000023841858,0.8299999833106995,0.800000011920929,0.8100000023841858,257900.0,0.7987031551106619,0.8248918774371764,0.8386388097632296,0.7809999942779541,,,,97.86306130512686,60.22090212169214,,,1.159999966621399,1.159999966621399,1.100000023841858,1.1100000143051147,624700.0,1.132968442428525,1.1497567215172975,1.158788330027645,1.1169999957084655,,,,22.35642535562913,42.58994504578582,,,1.7261539697647095,1.7261539697647095,1.70769202709198,1.7169229984283447,1319282.0,1.7171565725825733,1.71469630623473,1.7149599835293763,1.7141538858413696,,,,32.44052622871292,50.1826073056728,,,37.5,37.5,35.5,35.75,3102800.0,35.38681248578088,34.31721033508197,33.95153066007427,35.325,,,,36.322848085832725,56.11852581236389,,,53.0,53.5,52.25,53.0,621100.0,52.20527542837597,51.90043673758216,51.83242859914859,52.075,,,,73.40282209458981,57.72327535961649,,,22.600000381469727,22.899999618530273,21.700000762939453,21.700000762939453,38443400.0,21.447674958819427,22.13869217393874,22.46964224972946,21.179999923706056,,,,56.451901326569924,52.918073184931174,,,3.0194900035858154,3.0194900035858154,2.9807779788970947,3.000133991241455,1614510.0,2.8988312264763962,2.841430696102395,2.8276673188212795,2.864643907546997,,,,65.68863625935293,73.92432498646235,,,3.359999895095825,3.4000000953674316,3.2799999713897705,3.2799999713897705,1865300.0,3.3992843937721924,3.468514196753103,3.4923171259804953,3.4099999904632567,,,,17.799296605319473,26.709412138252983,,,174.0,175.0,174.0,175.0,800.0,174.59526038492191,174.6985665020293,174.78514613485567,174.35,,,,71.27777777777777,61.493441193749454,,,,,,,,,,,,1.4800000190734863,2.759999990463257,2.799999952316284
2020-01-21,0.8100000023841858,0.8100000023841858,0.7900000214576721,0.7900000214576721,89400.0,0.7971207671737546,0.8226407899546277,0.8367314063002665,0.7809999942779541,,,,21.402025770657183,42.85990334048841,,,1.1100000143051147,1.1100000143051147,1.090000033378601,1.100000023841858,440000.0,1.1269741845036763,1.1465466119898498,1.1564829062556534,1.11599999666214,,,,16.727120475405112,40.09376456974173,,,1.7169229984283447,1.7261539697647095,1.689231038093567,1.6984620094299316,370391.0,1.7137575611002749,1.7136489322473236,1.7143130041529275,1.715076982975006,,,,10.634641091499324,36.326939284228544,,,35.75,36.25,35.25,35.5,3509200.0,35.40739203382072,34.39351934572184,34.01225494791449,35.525,,,,30.275192065363196,52.59943689201504,,,53.5,53.5,52.75,53.5,720400.0,52.44067989594397,52.00363436741557,51.89782355604473,52.425,,,,83.17559991029378,61.32937061193564,,,21.600000381469727,22.600000381469727,21.5,22.100000381469727,45835500.0,21.566279581119478,22.136195929263323,22.455146490189865,21.189999961853026,,,,69.58156004929879,57.54261800846428,,,3.0194900035858154,3.0388450622558594,2.961422920227051,3.000133991241455,1413639.0,2.917249910979134,2.8516696183694314,2.8344307177397177,2.889806318283081,,,,65.68863625935295,73.92432498646234,,,3.2799999713897705,3.319999933242798,3.259999990463257,3.2799999713897705,572900.0,3.377596316975388,3.456351988665146,3.4839909630553687,3.3919999837875365,,,,17.799296605319473,26.709412138252983,,,175.0,175.0,175.0,175.0,0.0,174.66884940584518,174.71801382447904,174.79357177662604,174.45,,,,71.27777777777777,61.49344119374945,,,,,,,,,,,,1.4199999570846558,2.7799999713897705,2.799999952316284
2020-01-22,0.7900000214576721,0.800000011920929,0.7799999713897705,0.7900000214576721,61800.0,0.7958260861344668,0.820534933922566,0.834898802973106,0.7849999964237213,,,,21.40202577065718,42.85990334048841,37.58956359901602,,1.0800000429153442,1.100000023841858,1.0800000429153442,1.0800000429153442,242400.0,1.1184334314876159,1.1422532849527849,1.1534835782815238,1.1240000009536744,,,,8.33359138425235,35.14952401720723,39.760985037987325,,1.6984620094299316,1.70769202709198,1.689231038093567,1.689231038093567,715216.0,1.7092981932808733,1.7120735842374037,1.7133293976407957,1.7160000920295715,,,,6.359613118629542,31.163958082665346,38.942043848315215,,35.5,35.75,35.25,35.5,1449300.0,35.42422984585331,34.46490519438495,34.07059789113353,35.675,,,,30.275192065363196,52.59943689201504,59.58989747243257,,53.25,56.0,53.25,56.0,1398800.0,53.087829005772335,52.26146440822747,52.05869322051356,53.1,,,,96.40071007052728,74.42054081575374,66.84573113986819,,22.299999237060547,22.399999618530273,21.700000762939453,22.0,30063300.0,21.645137839097753,22.1274090951173,22.437297608221638,21.3,,,,60.46628821934218,55.89553602693306,49.47058248885229,,3.000133991241455,3.0388450622558594,2.9420669078826904,2.961422920227051,1908687.0,2.925281367206028,2.8587504765537943,2.83941080411177,2.914968800544739,,,,29.667417087600974,61.29296103571297,64.49886855391819,,3.319999933242798,3.319999933242798,3.259999990463257,3.2799999713897705,458500.0,3.359851526868912,3.444974439163509,3.4759913163233844,3.383999991416931,,,,17.799296605319473,26.709412138252986,29.275206803759936,,175.0,175.0,175.0,175.0,100.0,174.7290586047824,174.73620648096426,174.8016670010721,174.55,,,,71.27777777777779,61.49344119374945,54.70588595119022,,,,,,,,,,,1.4500000476837158,2.799999952316284,2.799999952316284
2020-01-23,0.800000011920929,0.800000011920929,0.7799999713897705,0.7799999713897705,60100.0,0.7929486107263402,0.8179197750494824,0.8327459076168968,0.7879999935626983,,,,8.351612106470967,35.49271522867038,34.47233518187403,,1.0800000429153442,1.090000033378601,1.0700000524520874,1.0800000429153442,250400.0,1.1114455426562937,1.138236946756821,1.150601871012262,1.128000009059906,,,,8.33359138425235,35.14952401720723,39.76098503798732,,1.689231038093567,1.689231038093567,1.6799999475479126,1.689231038093567,784658.0,1.7056496196104538,1.7105998715829627,1.7123843639330611,1.7141539931297303,,,,6.359613118629541,31.16395808266535,38.94204384831522,,35.5,36.5,35.5,36.0,2644000.0,35.528915328425434,34.56394356894076,34.14626071893222,35.775,,,,70.10057696665446,59.85042831106788,63.321618216048535,,55.5,56.25,53.0,53.5,1391500.0,53.162769186541,52.34136993027731,52.11521505500323,53.15,,,,37.47887560388726,52.92179795596228,54.40635022797436,,22.100000381469727,23.299999237060547,22.0,22.899999618530273,52444600.0,21.8732945262673,22.177253645014915,22.455442785096487,21.4,,,,88.22705090142843,66.31021253990164,56.25450433808476,,2.9420669078826904,2.9807779788970947,2.9420669078826904,2.961422920227051,420031.0,2.9318525586643958,2.8653745051778756,2.844195592979036,2.932388997077942,,,,29.66741708760098,61.29296103571297,64.49886855391819,,3.2799999713897705,3.380000114440918,3.2799999713897705,3.3399999141693115,1131200.0,3.3562421427417117,3.4382018891638833,3.4706583201604797,3.3759999752044676,,,,82.58345078081493,44.480451685298476,38.91538241367685,,175.0,175.0,175.0,175.0,400.0,174.77832067664013,174.75322541767625,174.80944476573595,174.65,,,,71.27777777777779,61.49344119374945,54.70588595119022,,,,,,,,,,,1.4900000095367432,2.880000114440918,2.8399999141693115
2020-01-24,0.7799999713897705,0.7900000214576721,0.7699999809265137,0.7799999713897705,71400.0,0.7905943126651456,0.8154733361036945,0.8306774395295585,0.7889999926090241,,,,8.351612106470968,35.49271522867038,34.47233518187403,,1.0800000429153442,1.0800000429153442,1.0499999523162842,1.0800000429153442,263100.0,1.1057281790670301,1.1344797271541451,1.1478331718712067,1.1210000157356261,,,,8.33359138425235,35.14952401720723,39.760985037987325,,1.689231038093567,1.6984620094299316,1.6799999475479126,1.689231038093567,274949.0,1.7026644229710197,1.709221237164292,1.711476390370728,1.7095386028289794,,,,6.359613118629541,31.16395808266534,38.942043848315215,,36.25,36.5,35.75,36.25,2787600.0,35.660021632348084,34.672721403202644,34.22876029858194,35.85,,,,80.97007887992723,63.22570582686833,65.05905312012379,,54.0,54.5,53.0,53.75,535400.0,53.269538425351726,52.43224928961426,52.17932426853252,53.175,,,,44.289166719300056,54.49912320418911,55.30212059556117,,23.200000762939453,23.299999237060547,22.700000762939453,22.899999618530273,20301900.0,22.05996817940602,22.22388241749978,22.472876386407616,21.589999961853028,,,,88.22705090142844,66.31021253990164,56.254504338084764,,2.961422920227051,2.9807779788970947,2.9420669078826904,2.961422920227051,1731892.0,2.937228988039424,2.8715711771165324,2.8487927430671935,2.9440024852752686,,,,29.667417087600978,61.29296103571296,64.49886855391819,,3.3399999141693115,3.359999895095825,3.299999952316284,3.299999952316284,812100.0,3.346016289937088,3.4292856351737155,3.463965835146982,3.355999970436096,,,,40.26832857792704,37.253966246765295,35.44656937758965,,175.0,175.0,173.5,173.5,2900.0,174.54589873543284,174.67237216492293,174.75809399060907,174.6,,,,2.5180562097660544,24.99882892028386,35.25068218239164,,,,,,,,,,,1.4900000095367432,2.880000114440918,2.880000114440918
2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,59.0,0.0,1.0,19.0,,,
2020-01-27,0.7799999713897705,0.7799999713897705,0.7400000095367432,0.7599999904632568,173400.0,0.7850317086284385,0.811894410578505,0.8279057748602918,0.7879999935626983,,,,1.4207847508894167,23.740308208315394,28.911191595184043,,1.0800000429153442,1.0800000429153442,1.0099999904632568,1.0399999618530273,424000.0,1.0937775941190295,1.1283842584250408,1.1436044185371603,1.106000006198883,,,,0.9230122354292939,24.645844054035585,34.30776280576115,,1.6984620094299316,1.6984620094299316,1.624614953994751,1.64307701587677,411991.0,1.6918303489538833,1.7049538680489682,1.7087940619592004,1.702154004573822,,,,0.3723570413173662,13.987782039309073,25.550158994523013,,36.25,36.5,35.25,36.25,4407500.0,35.767290426466616,34.77448131267344,34.30802460059834,35.925,,,,80.97007887992723,63.22570582686832,65.05905312012379,,53.25,54.5,53.0,54.25,1560100.0,53.44780416619686,52.54952352899399,52.26052723839399,53.125,,,,61.196355595688765,57.88556493832897,57.1167770983384,,22.700000762939453,23.100000381469727,21.799999237060547,22.200000762939453,32282600.0,22.085428649139374,22.222341665592666,22.46217538156573,21.789999961853027,,,,27.703979693477756,52.44100266159499,50.17774476505704,,2.9420669078826904,2.961422920227051,2.7872209548950195,2.92271089553833,4250632.0,2.9345893348574066,2.8748705137889066,2.851691494144493,2.9517447710037232,,,,5.507211725837533,47.320655589612684,56.91360136308352,,3.299999952316284,3.319999933242798,3.240000009536743,3.259999990463257,1305300.0,3.3303769627600275,3.4183639806762667,3.4559671745711498,3.3339999675750733,,,,19.8877103184046,31.175984797366556,32.34193623073443,,173.5,173.5,173.0,173.0,1300.0,174.2648262380814,174.5644771865408,174.68914912823226,174.5,,,,1.5324892498805542,20.20289174818835,31.25994305329279,,,,,,,,,,,1.399999976158142,2.7799999713897705,2.8399999141693115
2020-01-28,0.7699999809265137,0.7699999809265137,0.75,0.7599999904632568,66100.0,0.78048048714386,0.8085463834742954,0.8252428029231532,0.785999995470047,,,,1.4207847508894171,23.740308208315398,28.911191595184043,,1.0099999904632568,1.0700000524520874,1.0099999904632568,1.0299999713897705,358100.0,1.0821816627137097,1.1220368850679265,1.1391493421784393,1.0930000066757202,,,,0.6389309683021025,22.618164374996955,33.086062872950336,,1.6153850555419922,1.64307701587677,1.5969229936599731,1.606153964996338,501799.0,1.6762528245979658,1.6985796807552502,1.7047689601175195,1.690154004096985,,,,0.1485676673924941,9.147683006484176,19.710439562908636,,36.25,36.5,33.25,35.0,10798700.0,35.62778307619996,34.78903090540418,34.33516089077096,35.85,,,,9.789979034120863,39.38592987649816,51.03924707685165,,54.0,54.0,49.5,50.0,1415600.0,52.82093068143379,52.38503814002664,52.17187911139815,52.975,,,,9.935796105362202,32.9055344889712,41.641524680674415,,22.399999618530273,22.5,18.299999237060547,19.0,94322400.0,21.524441622023122,22.01444865490927,22.326403797974915,21.61000003814697,,,,3.809709247509826,24.420982884784337,32.75727261304047,,2.9033548831939697,2.9807779788970947,2.884000062942505,2.9033548831939697,2165562.0,2.9289103436458723,2.8767082150408463,2.8537175094013354,2.9536802530288697,,,,3.035332786876194,41.62708489139418,53.52419515657899,,3.259999990463257,3.3399999141693115,3.259999990463257,3.259999990463257,741300.0,3.31758114961516,3.408146949049621,3.4482821869590756,3.309999966621399,,,,19.8877103184046,31.17598479736655,32.341936230734426,,174.5,174.5,172.0,172.0,400.0,173.85303964933934,174.39902704547367,174.58369229967414,174.3,,,,0.5973220604119334,13.833508276045407,25.131854538229263,,,,,,,,,,,1.350000023841858,2.740000009536743,2.799999952316284
2020-01-29,0.7599999904632568,0.7599999904632568,0.7300000190734863,0.7300000190734863,170700.0,0.7713022202219738,0.803478876093598,0.8215077917917938,0.7810000002384185,,,,0.23761827541396602,13.840947198751492,22.57552985106643,,1.0299999713897705,1.0299999713897705,1.0,1.0299999713897705,462200.0,1.0726940824729934,1.116099019669336,1.1348689746965308,1.0830000042915344,,,,0.6389309683021025,22.61816437499695,33.086062872950336,,1.606153964996338,1.624614953994751,1.5876920223236084,1.606153964996338,275924.0,1.6635075773976697,1.6926167313514495,1.700901705406885,1.6781540036201477,,,,0.14856766739249408,9.147683006484177,19.710439562908633,,35.0,35.25,33.25,35.0,6191200.0,35.51364069870906,34.802641814732944,34.36123301270151,35.85,,,,9.789979034120861,39.38592987649817,51.03924707685166,,50.5,53.0,50.0,52.0,864800.0,52.671670557536736,52.360196969702336,52.16513875408842,52.975,,,,49.63887909686037,46.05227604556773,48.68724114418591,,19.399999618530273,20.100000381469727,18.399999618530273,19.600000381469727,71190300.0,21.174543214649777,21.858677798558332,22.219486016935498,21.520000076293947,,,,27.31754481263899,32.532044345694665,37.162362361490146,,2.9033548831939697,2.92271089553833,2.884000062942505,2.9033548831939697,667503.0,2.924263896290981,2.878427354921693,2.855664073079478,2.9536802530288697,,,,3.035332786876195,41.62708489139418,53.52419515657899,,3.2799999713897705,3.319999933242798,3.240000009536743,3.240000009536743,785600.0,3.30347548778272,3.397298759403629,3.44011425843271,3.287999963760376,,,,9.883366062815929,27.898773380950303,30.77869618971808,,174.5,174.5,174.5,174.5,1300.0,173.9706688040049,174.40554142963666,174.58041024870653,174.25,,,,75.46302255238164,55.716963764774455,50.99580261387429,,,,,,,,,,,1.2799999713897705,2.680000066757202,2.8399999141693115
2020-01-30,0.7400000095367432,0.75,0.7300000190734863,0.7300000190734863,35400.0,0.7637927291040669,0.7987383046729457,0.8179192516851935,0.7740000009536743,,,,0.23761827541396602,13.840947198751495,22.575529851066428,,1.0299999713897705,1.0399999618530273,1.0199999809265137,1.0399999618530273,185000.0,1.0667496969057269,1.1111894030360256,1.1311486212516875,1.0740000009536743,,,,55.4655362838266,30.814727713286672,35.73995075808442,,1.5969229936599731,1.6153850555419922,1.5969229936599731,1.606153964996338,167158.0,1.6530796478701548,1.6870384883607974,1.6971861077437262,1.667077100276947,,,,0.14856766739249408,9.147683006484177,19.71043956290863,,35.0,35.25,34.0,35.25,1256200.0,35.4657060262165,34.831503633137274,34.39608662004655,35.775,,,,47.03725433833287,45.32341275487809,53.37001435007254,,51.5,52.75,50.75,52.0,956200.0,52.5495486379846,52.33695845552799,52.158662724516326,53.075,,,,49.63887909686036,46.05227604556774,48.687241144185904,,19.5,19.5,18.399999618530273,18.700000762939453,55454400.0,20.7246264052479,21.654892183357116,22.081466987367026,21.350000190734864,,,,15.761645384215782,27.265131884924106,33.6060315397548,,2.9033548831939697,2.9033548831939697,2.8259329795837402,2.884000062942505,1948675.0,2.9169431993185304,2.8787868844714235,2.8567752883682243,2.9536802530288697,,,,1.0858835652680612,35.48019170245442,50.06642029744566,,3.240000009536743,3.2799999713897705,3.2200000286102295,3.2200000286102295,584200.0,3.28829813156954,3.3858601316105066,3.431482327851436,3.2799999713897705,,,,4.926698323516179,24.773724417207642,29.255846609970554,,174.5,175.0,174.5,175.0,1900.0,174.15781993054944,174.44389359546656,174.59686474875727,174.25,,,,81.14371153832568,60.34324957418208,54.389530129074096,,,,,,,,,,,1.399999976158142,2.680000066757202,2.819999933242798
