,TEAM_OPEN,TEAM_HIGH,TEAM_LOW,TEAM_CLOSE,TEAM_VOLUME,TEAM_ema10,TEAM_ema30,TEAM_ema50,TEAM_ma10,TEAM_ma30,TEAM_ma50,TEAM_ma100,TEAM_rsi2,TEAM_rsi6,TEAM_rsi14,TEAM_rsi30,SMT_OPEN,SMT_HIGH,SMT_LOW,SMT_CLOSE,SMT_VOLUME,SMT_ema10,SMT_ema30,SMT_ema50,SMT_ma10,SMT_ma30,SMT_ma50,SMT_ma100,SMT_rsi2,SMT_rsi6,SMT_rsi14,SMT_rsi30,CCET_OPEN,CCET_HIGH,CCET_LOW,CCET_CLOSE,CCET_VOLUME,CCET_ema10,CCET_ema30,CCET_ema50,CCET_ma10,CCET_ma30,CCET_ma50,CCET_ma100,CCET_rsi2,CCET_rsi6,CCET_rsi14,CCET_rsi30,HANA_OPEN,HANA_HIGH,HANA_LOW,HANA_CLOSE,HANA_VOLUME,HANA_ema10,HANA_ema30,HANA_ema50,HANA_ma10,HANA_ma30,HANA_ma50,HANA_ma100,HANA_rsi2,HANA_rsi6,HANA_rsi14,HANA_rsi30,DELTA_OPEN,DELTA_HIGH,DELTA_LOW,DELTA_CLOSE,DELTA_VOLUME,DELTA_ema10,DELTA_ema30,DELTA_ema50,DELTA_ma10,DELTA_ma30,DELTA_ma50,DELTA_ma100,DELTA_rsi2,DELTA_rsi6,DELTA_rsi14,DELTA_rsi30,KCE_OPEN,KCE_HIGH,KCE_LOW,KCE_CLOSE,KCE_VOLUME,KCE_ema10,KCE_ema30,KCE_ema50,KCE_ma10,KCE_ma30,KCE_ma50,KCE_ma100,KCE_rsi2,KCE_rsi6,KCE_rsi14,KCE_rsi30,NEX_OPEN,NEX_HIGH,NEX_LOW,NEX_CLOSE,NEX_VOLUME,NEX_ema10,NEX_ema30,NEX_ema50,NEX_ma10,NEX_ma30,NEX_ma50,NEX_ma100,NEX_rsi2,NEX_rsi6,NEX_rsi14,NEX_rsi30,SVI_OPEN,SVI_HIGH,SVI_LOW,SVI_CLOSE,SVI_VOLUME,SVI_ema10,SVI_ema30,SVI_ema50,SVI_ma10,SVI_ma30,SVI_ma50,SVI_ma100,SVI_rsi2,SVI_rsi6,SVI_rsi14,SVI_rsi30,METCO_OPEN,METCO_HIGH,METCO_LOW,METCO_CLOSE,METCO_VOLUME,METCO_ema10,METCO_ema30,METCO_ema50,METCO_ma10,METCO_ma30,METCO_ma50,METCO_ma100,METCO_rsi2,METCO_rsi6,METCO_rsi14,METCO_rsi30,set50_index,set100_index,foreign_SET.BUY,foreign_SET.SELL,DELTA_gg_trend,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,delta หุ้น,delta airlines,AS_top3_SET100_corr,NER_top3_SET100_corr,BOL_top3_SET100_corr
2020-05-22,0.6700000166893005,0.7099999785423279,0.6700000166893005,0.6899999976158142,153900.0,0.672526578923359,0.6096372140571784,0.5940876370397564,0.6699999988079071,0.5899999976158142,0.5085999995470047,,33.50245105774477,62.64558961532857,66.42240983960242,59.26173161371313,0.8999999761581421,1.0199999809265137,0.8899999856948853,1.0199999809265137,7069000.0,0.910068812421952,0.8614512011137017,0.8618125194860141,0.907999986410141,0.8429999927679698,0.804399995803833,,96.03576089626017,86.36866134394076,74.99048820961096,62.29035325927213,1.3846149444580078,1.5415380001068115,1.375385046005249,1.4861539602279663,17020678.0,1.3611460274515725,1.3359691798336761,1.361231274159543,1.347692108154297,1.3144613742828368,1.3100306487083435,,96.56368835331682,86.07307046820942,71.44280570907519,58.199918191792364,28.75,29.25,28.25,28.5,2640400.0,28.84431931589632,27.889741356915177,27.932156725250604,29.1,27.668333307902017,25.716999969482423,,23.601758331210743,46.25009495933822,52.38530697710525,50.74357521246762,57.75,59.25,57.75,58.75,545200.0,55.40017435045606,48.390642285541325,46.5351277764637,55.475,45.61666666666667,41.19,,73.27240648085443,87.5926699147471,80.83748703665593,67.16188715879588,16.899999618530273,17.100000381469727,16.399999618530273,16.899999618530273,23301500.0,16.71972555594789,16.20334698325094,16.557963674585686,16.74000015258789,15.786666742960612,15.19200008392334,,35.96480178843151,54.335716349229344,54.64144109877651,50.2253072995661,3.799999952316284,3.799999952316284,3.5799999237060547,3.640000104904175,19618100.0,3.455758246676158,3.0524167607122443,2.946669256852397,3.394000029563904,2.8640000025431314,2.8588000106811524,,25.441675776222656,62.45719625292374,65.8376469001243,62.709910586599456,2.9000000953674316,2.9000000953674316,2.759999990463257,2.819999933242798,2719100.0,2.8096858280945423,2.5542275934938132,2.5088503184727067,2.8739999771118163,2.444333326816559,2.2671999883651734,,22.873008421571647,52.71159074208476,60.510963593631594,57.036499100438384,126.5,128.0,126.0,127.5,4500.0,124.75082518029083,126.50941239110007,130.75846256088982,123.95,125.96666666666667,126.56,,98.31811541029633,70.37738397792583,53.714198292232005,44.57674790415788,,,,,,,,,,1.4800000190734863,2.5199999809265137,3.299999952316284
2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,49.0,36.0,1.0,0.0,,,
2020-05-25,0.6800000071525574,0.75,0.6800000071525574,0.7200000286102295,687200.0,0.6811581152300626,0.6167573956412462,0.5990253778856574,0.6780000030994415,0.5996666649977366,0.5124000006914139,,77.40851691794312,72.52612134105527,70.36898366903827,61.55027360533818,1.090000033378601,1.1699999570846558,1.090000033378601,1.1699999570846558,6270100.0,0.9573290205424436,0.8813575724666665,0.8738983013526276,0.9359999835491181,0.8546666582425435,0.8101999950408936,,98.76041377906313,93.0369231172952,83.13680847587787,69.70216947019944,1.5230770111083984,1.57846200466156,1.5230770111083984,1.5507689714431763,5516764.0,1.3956229263591369,1.349827230905257,1.368664125033411,1.3753844022750854,1.324615208307902,1.3116921877861023,,98.16526624017352,89.77492029592202,75.86674734032903,61.897935136633976,29.0,29.75,28.5,29.0,2227800.0,28.872624894824263,27.961370946791618,27.974032932103523,29.05,27.808333333333334,25.716999969482423,,52.08179225364729,52.28171252354402,54.43409735071897,51.69246443676785,59.5,60.0,58.0,60.0,381000.0,56.23650628673677,49.13963310582899,47.06316198130826,56.875,46.4,41.465,,94.13497411235343,90.01279543705483,82.24070429819254,68.26003671689861,17.100000381469727,17.600000381469727,16.899999618530273,17.399999618530273,26923600.0,16.843411749144686,16.28055037907541,16.590984691995278,16.830000114440917,15.876666736602782,15.15800006866455,,69.83789075239918,61.661143718263055,57.49699475276604,51.56562796373865,3.640000104904175,4.179999828338623,3.640000104904175,4.179999828338623,20662800.0,3.5874385342511514,3.1251640553978177,2.995035161616563,3.5640000104904175,2.917999998728434,2.889200005531311,,81.05024928705566,76.58128573436805,73.84940694921863,68.70613126143252,2.799999952316284,2.9000000953674316,2.799999952316284,2.9000000953674316,1387300.0,2.82610660396234,2.5765354968404983,2.5241895254097546,2.9179999828338623,2.4766666650772096,2.2795999908447264,,60.153071000590536,59.21623004120664,63.062636957919814,58.6044889696327,127.5,128.0,127.0,127.0,1800.0,125.15976605660158,126.54106320457748,130.61107187222748,124.1,126.06666666666666,126.28,,71.13066684753802,65.5285838520996,52.38271411131509,44.133363301864144,,,,,,,,,,1.5,2.5399999618530273,3.3399999141693115
2020-05-26,0.7400000095367432,0.7599999904632568,0.7200000286102295,0.7200000286102295,221300.0,0.6882202812991839,0.6234182106715032,0.6037694818356406,0.6870000064373016,0.6089999993642171,0.5168000012636185,,77.40851691794312,72.52612134105529,70.36898366903826,61.55027360533819,1.3300000429153442,1.340000033378601,1.0800000429153442,1.159999966621399,18799200.0,0.99417828346589,0.8993345011218106,0.8851179745004225,0.9609999775886535,0.8653333246707916,0.8167999947071075,,90.46968321426456,89.53305944923426,81.23702820602537,68.76998310163937,1.5507689714431763,1.5692310333251953,1.4953850507736206,1.5138460397720337,4606440.0,1.4171180378887545,1.3604090895418233,1.3743575334545337,1.3956921100616455,1.3326152086257934,1.3127998876571656,,64.04904477061812,75.93457342005435,69.2636644036628,58.82172815030856,29.5,30.75,29.0,30.0,6751400.0,29.077602186674397,28.092895401837325,28.05348262104064,28.975,27.975,25.736999969482422,,80.76451225283148,62.40639315394133,58.29882999313977,53.54406410801666,61.0,61.0,59.25,59.25,653100.0,56.78441423460281,49.7919148409368,47.541077197727546,57.925,47.125,41.785,,48.60647831111647,78.92810145098743,78.52520266518523,66.8719963513918,17.899999618530273,20.0,17.600000381469727,20.0,105450400.0,17.417336885663833,16.520514870747967,16.724671566818994,17.09000015258789,16.05000006357829,15.18400005340576,,95.36064061151197,80.84030392036463,68.57562025189115,57.693798267561526,4.139999866485596,4.159999847412109,4.0,4.099999904632568,7334700.0,3.680631510684136,3.188056690832318,3.038367112323073,3.705999994277954,2.9699999968210857,2.918400001525879,,66.3807911640357,71.78044617809351,71.18589396230291,67.05368952994054,2.9600000381469727,3.0999999046325684,2.9200000762939453,3.0,9301600.0,2.857723585060096,2.6038557873669177,2.5428487597074114,2.9359999895095825,2.5073333342870074,2.293999991416931,,81.95661229188123,66.19181103398208,66.01850115157825,60.47001869731482,127.0,129.5,127.0,129.0,16300.0,125.85799040994674,126.69970428815314,130.54789258312053,124.4,126.18333333333334,126.04,,91.01260507710586,74.09539768974017,56.97675399707168,46.34183232505295,,,,,,,,,,1.4900000095367432,2.559999942779541,3.440000057220459
2020-05-27,0.7099999785423279,0.7400000095367432,0.7099999785423279,0.7300000190734863,173600.0,0.6958165972581479,0.6302944563748569,0.6087196989822228,0.6930000066757203,0.6183333337306977,0.523400001525879,0.6230999991297722,87.98550845167702,75.62132293413677,71.65683661908814,62.30563902957554,1.1699999570846558,1.1799999475479126,1.100000023841858,1.100000023841858,2606600.0,1.0134185998978842,0.9122806638779427,0.89354472153342,0.9809999823570251,0.875333325068156,0.8221999955177307,0.9228999930620193,45.06865210546771,70.43418233412689,70.7852805437073,63.49893027735922,1.5230770111083984,1.5230770111083984,1.4861539602279663,1.4861539602279663,2628599.0,1.429670023768611,1.3685216618441551,1.3787417070534917,1.4095383048057557,1.3393844405810038,1.315199887752533,1.4784922742843627,42.10136408929223,66.68239916974586,64.71440866414693,56.637848068075854,30.5,30.75,29.5,29.75,5752200.0,29.19985633455178,28.199805375912337,28.120012714333164,28.975,28.1,25.826999969482422,29.963499984741212,62.16057735023548,58.67176884338022,56.99728748285907,53.01850333582852,60.0,60.0,58.25,58.75,437400.0,57.14179346467502,50.36985581894088,47.980642797816664,58.6,47.81666666666667,42.24,47.49,29.55037689265263,71.8497116487669,76.05819733480715,65.94716255785141,19.799999237060547,20.299999237060547,18.799999237060547,19.299999237060547,92425700.0,17.759639131372325,16.699836442768135,16.825664808789252,17.370000076293945,16.190000025431313,15.25600004196167,18.425500087738037,65.51119004820517,69.59268989247825,63.75719392747615,55.72992276718097,4.059999942779541,4.079999923706055,3.859999895095825,4.019999980926514,9728400.0,3.7423348689100226,3.2417304514835568,3.076862518934973,3.8,3.019333330790202,2.9459999990463257,2.8889754724502565,48.73829461192959,66.75838922079393,68.52432775602136,65.42588035689651,3.0799999237060547,3.4200000762939453,3.0399999618530273,3.240000009536743,40461000.0,2.927228389510395,2.6448973500875517,2.570188024406601,2.9539999961853027,2.54399999777476,2.3171999931335447,2.6563999891281127,95.02454303096344,77.34931890530429,71.84236396465865,64.44787771328622,129.0,130.5,129.0,129.0,2800.0,126.4292648808655,126.84811046311101,130.48719091319424,125.1,126.21666666666667,125.92,145.32,91.01260507710586,74.09539768974018,56.976753997071675,46.34183232505295,,,,,,,,,,1.4900000095367432,2.5799999237060547,3.640000104904175
2020-05-28,0.7300000190734863,0.7400000095367432,0.699999988079071,0.699999988079071,345100.0,0.696577213771043,0.6347915874525482,0.6122993181624914,0.6990000069141388,0.6263333330551784,0.529400001168251,0.6213999989628792,23.098674398287816,53.80094629871087,62.83376839987219,58.7252198590024,1.1100000143051147,1.1399999856948853,1.1100000143051147,1.1100000143051147,985700.0,1.030978857062835,0.9250367510022764,0.9020331643872119,1.0039999842643739,0.8849999924500783,0.827799996137619,0.9221999937295914,52.94068644443589,71.64394509961951,71.44469004392178,63.9750042031882,1.4953850507736206,1.4953850507736206,1.458461046218872,1.458461046218872,3336773.0,1.434904755123204,1.3743242027715563,1.3818679556482125,1.4215383052825927,1.3439998070398966,1.3172306489944459,1.475907654762268,24.980628523757588,58.17605677721907,60.439254719594814,54.54293570002187,30.0,30.25,29.0,29.0,2250600.0,29.163518819178726,28.251430835530897,28.15452201965343,29.075,28.183333333333334,25.90199996948242,29.92099998474121,26.095003514297414,48.27215870791131,53.16275899992831,51.45120500115418,59.5,59.5,57.0,57.0,485100.0,57.11601283473411,50.79760705642857,48.33434308025522,58.75,48.458333333333336,42.685,47.5425,7.892011867773211,52.191240851705125,68.0052279119129,62.80240631793943,19.399999618530273,19.700000762939453,19.0,19.0,37194700.0,17.985159289304626,16.848234091621805,16.9109328555034,17.660000038146972,16.310000038146974,15.320000038146972,18.383500080108643,51.65280245476342,64.9455599568968,61.75451863641638,54.90138367447883,4.019999980926514,4.059999942779541,3.9000000953674316,4.0,5580200.0,3.7891830745627457,3.290651067516876,3.1130639887806604,3.846000003814697,3.0673333326975505,2.9731999969482423,2.9009097027778625,43.021260864915796,65.38598697908799,67.84141858823367,65.0176779765424,3.380000114440918,3.380000114440918,3.259999990463257,3.299999952316284,9542400.0,2.9950050372932835,2.6871620341023084,2.5988081000109027,2.9740000009536742,2.5833333333333335,2.3419999933242797,2.6539999890327453,96.34728269788931,79.38986732944007,73.08429813191921,65.34964261977244,129.0,129.5,129.0,129.5,6800.0,126.98758035707176,127.01920011065225,130.44847754404935,125.9,126.2,126.1,144.865,94.6778803742662,76.22268215303528,58.14749533360491,46.90338710140793,,,,,,,,,,1.4600000381469727,2.5199999809265137,3.8399999141693115
2020-05-29,0.699999988079071,0.7200000286102295,0.699999988079071,0.7200000286102295,618300.0,0.7008359073781677,0.6402889062369147,0.6165228754349518,0.7050000071525574,0.6346666673819225,0.5366000014543534,0.6199999991059303,61.225507214579665,62.465383740372495,65.85243788634963,60.29863870106763,1.1100000143051147,1.1699999570846558,1.090000033378601,1.1299999952316284,2148100.0,1.048982700366252,0.9382601861138475,0.9109730401066009,1.0279999852180481,0.8959999918937683,0.8343999958038331,0.9215999931097031,70.0873996517301,74.17957012484193,72.76854092932011,64.92159418616738,1.458461046218872,1.4953850507736206,1.440000057220459,1.440000057220459,2483432.0,1.4358311736863412,1.3785613546714854,1.3841476459059479,1.4326152086257935,1.3479998071988424,1.319261429309845,1.473415344953537,16.198269664649597,52.78910042773856,57.70261722768328,53.18628410761172,29.0,31.25,28.5,30.0,5778800.0,29.315606306600777,28.364241749367615,28.226893705157217,29.275,28.25,26.017999954223633,29.89099998474121,70.98579304711531,59.700998509141144,57.28870846338819,53.3531944762736,57.0,57.75,52.0,55.0,1316600.0,56.73128322841881,51.068729181820274,48.59574139083345,58.35,48.975,43.16,47.5775,2.9499880082547354,37.95090977035259,60.164969878875795,59.45072124825414,18.899999618530273,19.100000381469727,17.899999618530273,18.700000762939453,63838700.0,18.115130466329138,16.96770290912617,16.981092381285205,17.910000038146972,16.400000063578286,15.412000045776367,18.346500091552734,36.29636825821029,60.12746522808908,59.733888548421476,54.06980635798397,3.940000057220459,4.260000228881836,3.940000057220459,4.199999809265137,11117800.0,3.8638770263268167,3.3493187282748282,3.1556889229173066,3.925999975204468,3.123999993006388,3.003599991798401,2.9148439311981202,82.97115451362343,72.2353352492677,70.95832980490978,67.13864851170754,3.259999990463257,3.2799999713897705,3.0799999237060547,3.0799999237060547,10904700.0,3.0104586530046964,2.7125064140767434,2.617678367606791,2.9899999856948853,2.609333332379659,2.3627999925613405,2.649799988269806,32.664635102449424,56.85379431635704,62.24367609470267,59.614130872806044,129.5,131.5,129.0,129.5,4400.0,127.44438392851326,127.17925171641663,130.4112823462435,126.7,126.3,126.19,144.4,94.6778803742662,76.22268215303528,58.147495333604915,46.90338710140794,,,,,,,,,,1.4800000190734863,2.4600000381469727,3.7799999713897705
2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,37.0,0.0,2.0,19.0,,,
2020-06-01,0.7099999785423279,0.7200000286102295,0.699999988079071,0.7200000286102295,28600.0,0.7043202930567244,0.6454315592932576,0.6205808030104529,0.7100000083446503,0.6426666686932246,0.5444000017642975,0.619399999678135,61.225507214579665,62.46538374037249,65.85243788634962,60.29863870106763,1.159999966621399,1.2400000095367432,1.1200000047683716,1.190000057220459,9458300.0,1.0746222197942894,0.9545014681207258,0.9219152760718502,1.0569999933242797,0.9093333264191945,0.8421999967098236,0.922299993634224,90.61178909603471,80.46742035055782,76.31597621195262,67.56642649468968,1.440000057220459,1.458461046218872,1.4307689666748047,1.4492310285568237,1818374.0,1.4382675109355199,1.3831206884705396,1.3866999354216685,1.4436922073364258,1.3516921401023865,1.3220306706428528,1.4710153448581695,37.99743661122155,55.274130521799464,58.7093789827703,53.780941212729566,30.5,31.0,30.25,31.0,3157600.0,29.621859705400635,28.534290668763255,28.33564297162164,29.55,28.391666666666666,26.20599994659424,29.87099998474121,86.89999558200876,68.14635785340846,60.98953251408814,55.170053104183495,55.0,56.5,54.0,54.75,754800.0,56.37104991416084,51.306230524928644,48.837084865702735,57.925,49.516666666666666,43.655,47.6225,2.5506759666519896,36.45874943567694,59.245498719025136,59.043256079535126,19.0,19.399999618530273,18.700000762939453,19.0,28478100.0,18.276015836087474,17.09881885047287,17.06026522907794,18.2,16.533333396911623,15.512000045776368,18.321500091552736,60.05045461127612,63.38690911294335,61.10446268866356,54.77838598244586,4.099999904632568,4.199999809265137,4.099999904632568,4.119999885559082,8909600.0,3.9104448189145007,3.3990400932609095,3.193505039099337,3.9979999542236326,3.1773333231608074,3.028399987220764,2.9285588312149047,53.155647778247626,65.96946369989817,68.11444848676568,65.49548562652956,3.0999999046325684,3.200000047683716,3.0799999237060547,3.0999999046325684,3750600.0,3.0267388805734003,2.737505994112603,2.636592937686233,3.0179999828338624,2.637333329518636,2.383599991798401,2.6461999869346617,39.88859548363095,58.149776516153786,62.78411916463145,59.944742849287614,130.0,131.5,129.5,130.0,13800.0,127.9090413960563,127.36123547664782,130.39515362678299,127.55,126.35,126.33,143.965,97.97737705274106,78.73708020724386,59.427921105806746,47.491462113706454,885.15,1959.01,514691.23,537407.96,,,,,,1.4700000286102295,2.4800000190734863,3.859999895095825
2020-06-02,0.7200000286102295,0.7200000286102295,0.7099999785423279,0.7200000286102295,82300.0,0.7071711540664526,0.6502424282814493,0.6244795961712285,0.7140000104904175,0.6506666700045268,0.5522000020742417,0.6186999997496605,61.225507214579665,62.46538374037249,65.85243788634963,60.29863870106763,1.2200000286102295,1.2300000190734863,1.1699999570846558,1.190000057220459,3548000.0,1.0956000084172293,0.969694925481999,0.9324284047443446,1.0860000014305116,0.9236666619777679,0.8501999974250793,0.9230999940633774,90.61178909603471,80.46742035055782,76.3159762119526,67.56642649468968,1.4492310285568237,1.4492310285568237,1.4307689666748047,1.4307689666748047,2463390.0,1.4369041392517534,1.3861947709353308,1.388428132725713,1.4519999027252197,1.3569229046503704,1.3238768291473388,1.468430724143982,18.621463632629794,49.07458240034864,55.84635159046119,52.403695378737325,31.25,31.5,30.0,30.0,2543200.0,29.69061248623688,28.628852561101112,28.4009118746953,29.675,28.55,26.387999954223634,29.83599998474121,41.44027306193973,54.45257301540784,55.784165477910484,53.03322057522465,55.5,56.75,55.0,56.75,566900.0,56.43994992976796,51.65744145880422,49.14739526312616,57.75,50.13333333333333,44.16,47.69,69.21780359666414,53.87052454126053,63.98712066513134,61.24168052297319,19.100000381469727,19.299999237060547,18.799999237060547,18.899999618530273,17204100.0,18.389467432895255,17.215024061315287,17.132411675723134,18.410000038146972,16.696666717529297,15.612000045776368,18.29050008773804,48.09457061411457,61.37985861623851,60.36685139692491,54.48851806976376,4.099999904632568,4.139999866485596,3.8399999141693115,3.8399999141693115,14991200.0,3.8976366544153755,3.4274891139646773,3.2188577792981596,3.991999936103821,3.221333320935567,3.0451999855041505,2.9394737315177917,15.120636618887312,48.35341188641378,59.17520168177498,60.16413359703335,3.0999999046325684,3.200000047683716,3.0999999046325684,3.1600000858306885,2558000.0,3.0509681906201798,2.7647636774492534,2.657118708201702,3.0480000019073485,2.671333328882853,2.407599992752075,2.643199987411499,63.429264741296755,62.233593890420835,64.42910696531204,60.9371710074161,131.5,132.5,131.0,132.5,3300.0,128.74376114222787,127.69276867170281,130.4776966218111,128.5,126.46666666666667,126.52,143.55,99.71906420107868,86.99107079426417,65.16627762813467,50.33655228546174,,,,,,,,,,1.4700000286102295,2.4600000381469727,3.819999933242798
2020-06-04,0.7200000286102295,0.75,0.7200000286102295,0.7300000190734863,598900.0,0.7113218567950041,0.6553880793002904,0.628617651971317,0.7160000145435333,0.6586666703224182,0.5602000021934509,0.6184999999403954,87.00216529291019,67.6993508491551,67.50083555452896,61.11905609281622,1.1799999475479126,1.2100000381469727,1.159999966621399,1.159999966621399,1877200.0,1.1073090917270783,0.9819726700716378,0.9413527797199154,1.1120000004768371,0.9369999945163727,0.8583999967575073,0.9246999937295913,38.19586299051841,68.46331017970921,70.95588448811714,64.94625459346936,1.440000057220459,1.458461046218872,1.4307689666748047,1.4492310285568237,3420407.0,1.4391453918526753,1.3902616262657497,1.3908125600132077,1.461230707168579,1.3618460059165955,1.325907609462738,1.466123034954071,59.71074067759246,55.115657435006014,58.049481146115326,53.63205125954494,30.75,31.0,30.0,30.0,3264600.0,29.74686476146654,28.717313686191368,28.46362121294254,29.675,28.633333333333333,26.587999954223633,29.79599998474121,41.44027306193973,54.45257301540784,55.784165477910484,53.03322057522465,59.0,59.0,55.25,55.75,1570400.0,56.31450448799197,51.921477493720076,49.40632093908199,57.45,50.68333333333333,44.615,47.755,41.10025596583059,46.264068439307394,60.21479448633743,59.587308593921854,19.299999237060547,20.399999618530273,19.0,19.799999237060547,83981000.0,18.645927760925307,17.381796653298853,17.237022952638327,18.619999885559082,16.86333335240682,15.744000034332275,18.279500083923338,88.67617487113422,71.22118349828713,64.51816935053714,56.625445922986714,3.859999895095825,3.9800000190734863,3.799999952316284,3.9600000381469727,9083700.0,3.9089754514574837,3.4618446574603094,3.2479221816059565,3.9899999380111693,3.2666666587193807,3.065999984741211,2.9519757509231566,47.38842221526271,54.589684586592476,61.50680180879193,61.55168866527872,3.200000047683716,3.2200000286102295,3.119999885559082,3.140000104904175,3525500.0,3.0671558113990876,2.7889724792205386,2.6760552335625833,3.0640000104904175,2.7039999961853027,2.431199994087219,2.6409999895095826,50.29768579663464,59.89571219901994,63.42277487607338,60.42095977551642,132.5,136.5,132.5,136.5,4200.0,130.15398638909554,128.2609771444962,130.71386538174008,129.7,126.8,126.79,143.175,99.92519410726761,92.54638958830009,71.99197990588343,54.42394252552907,,,,,,,,,,1.4800000190734863,2.5199999809265137,3.799999952316284
2020-06-05,0.7300000190734863,0.7599999904632568,0.7300000190734863,0.75,105000.0,0.7183542464686397,0.6614920741841427,0.6333777440508732,0.7200000166893006,0.6670000036557515,0.5678000020980835,0.6184999999403954,96.44784006522791,75.79868357809059,70.56160805062471,62.71323626521691,1.1699999570846558,1.1699999570846558,1.1299999952316284,1.1699999570846558,1152400.0,1.1187074308830014,0.9941034627821552,0.9503193356950033,1.1399999976158142,0.9506666600704193,0.8667999958992004,0.9259999936819077,55.39678529421789,70.23918743141198,71.67015490043096,65.4088108958403,1.458461046218872,1.4676920175552368,1.4492310285568237,1.4676920175552368,1755324.0,1.444335687434959,1.3952571353812007,1.3938274407011306,1.4732307076454163,1.3673844734827678,1.3294152903556824,1.4637230348587036,79.95331977724692,60.70851863138141,60.18862533874889,54.8377114823149,30.5,31.25,29.75,30.75,3025900.0,29.92925298665444,28.848454738695153,28.553283126160483,29.8,28.725,26.754999961853027,29.75349998474121,77.20862107961331,62.57470185843603,58.839818021572185,54.44924404069022,56.25,56.25,54.5,55.5,767400.0,56.16641276290252,52.15234991348007,49.645288745392506,57.15,51.175,45.015,47.78,34.16169988756984,44.383978428554364,59.27397689732227,59.17389998926666,19.700000762939453,19.799999237060547,19.200000762939453,19.600000381469727,33491300.0,18.8193955101152,17.52490657124536,17.329688734161127,18.85999984741211,17.0200000445048,15.83600004196167,18.256500091552734,65.80882873761213,66.68946060460583,62.940459277612504,56.02076487250617,3.940000057220459,4.079999923706055,3.9000000953674316,4.079999923706055,4924700.0,3.940070810048133,3.50172564237939,3.2805526812961565,4.013999938964844,3.309333324432373,3.0847999811172486,2.964903540611267,70.11248524939319,60.33681936928145,63.73716503715311,62.888906339170795,3.140000104904175,3.1600000858306885,3.0999999046325684,3.1600000858306885,1777100.0,3.0840365885684693,2.8129097441631288,2.6950334630632935,3.0900000095367433,2.7366666634877523,2.4539999961853027,2.63839998960495,64.85119753266555,61.62560974386908,64.02785135690934,60.76479027387037,136.0,139.5,136.0,139.5,6600.0,131.85326159107817,128.98607539323837,131.05841968049538,131.0,127.23333333333333,127.08,142.83,99.96438813515853,94.61574664596591,75.81905262083234,57.1595144778416,,,,,,,,,,1.4800000190734863,2.5399999618530273,3.799999952316284
2020-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,47.0,18.0,1.0,0.0,,,
